sample_id,true_class,dimensionality,classification,justification,input_tokens,output_tokens,raw_response
DDoS-UDP_Flood_0003,DDoS-UDP_Flood,3d,DDoS-UDP_Flood,"The traffic shows very high, sustained packet rates (10,000-40,000 pkt/s) across consecutive windows with near-zero TCP-flag intensity (dark purple coloring), indicating minimal TCP flag usage consistent with UDP-based traffic. The consistent avg packet size (~60 bytes) and uniform small marker sizes suggest a single dominant protocol (UDP) flooding the network, characteristic of a DDoS-UDP_Flood attack.",1484,192,"CLASSIFICATION: DDoS-UDP_Flood
JUSTIFICATION: The traffic shows very high, sustained packet rates (10,000-40,000 pkt/s) across consecutive windows with near-zero TCP-flag intensity (dark purple coloring), indicating minimal TCP flag usage consistent with UDP-based traffic. The consistent avg packet size (~60 bytes) and uniform small marker sizes suggest a single dominant protocol (UDP) flooding the network, characteristic of a DDoS-UDP_Flood attack."
DDoS-UDP_Flood_0004,DDoS-UDP_Flood,2d,DDoS-UDP_Flood,"The protocol mix is almost entirely UDP throughout the capture, with negligible TCP presence, and the packet rate is high and bursty (spiking above 100,000 pkt/s). TCP flag fractions are essentially zero, consistent with UDP-based flooding rather than TCP-based attacks. The consistently small average packet size (~60 bytes) further supports a UDP flood pattern typical of this attack category.",1634,171,"CLASSIFICATION: DDoS-UDP_Flood
JUSTIFICATION: The protocol mix is almost entirely UDP throughout the capture, with negligible TCP presence, and the packet rate is high and bursty (spiking above 100,000 pkt/s). TCP flag fractions are essentially zero, consistent with UDP-based flooding rather than TCP-based attacks. The consistently small average packet size (~60 bytes) further supports a UDP flood pattern typical of this attack category."
DDoS-UDP_Flood_0004,DDoS-UDP_Flood,3d,DDoS-UDP_Flood,"The traffic shows extremely high, sustained packet rates (up to ~150,000 pkt/s) across many consecutive windows with minimal TCP-flag intensity (mostly dark purple, near zero), consistent with UDP-based flooding where TCP flags are largely absent. Packet sizes remain fairly uniform (~60 bytes), typical of small UDP flood packets, and the near-continuous high-rate pattern across the time window indicates a sustained volumetric flood rather than scanning or reconnaissance behavior.",1484,208,"CLASSIFICATION: DDoS-UDP_Flood
JUSTIFICATION: The traffic shows extremely high, sustained packet rates (up to ~150,000 pkt/s) across many consecutive windows with minimal TCP-flag intensity (mostly dark purple, near zero), consistent with UDP-based flooding where TCP flags are largely absent. Packet sizes remain fairly uniform (~60 bytes), typical of small UDP flood packets, and the near-continuous high-rate pattern across the time window indicates a sustained volumetric flood rather than scanning or reconnaissance behavior."
DDoS-UDP_Fragmentation_0000,DDoS-UDP_Fragmentation,2d,DDoS-UDP_Fragmentation,"The protocol mix shows overwhelming UDP dominance (~50%) with minimal TCP presence, consistent with UDP-based fragmentation attacks. TCP flag fractions are sparse and low (<0.03), indicating minimal legitimate TCP handshake activity. The packet rate shows moderate fluctuation with a spike, and large average packet sizes (~750-950 bytes) support fragmented UDP payload traffic.",1634,181,"CLASSIFICATION: DDoS-UDP_Fragmentation
JUSTIFICATION: The protocol mix shows overwhelming UDP dominance (~50%) with minimal TCP presence, consistent with UDP-based fragmentation attacks. TCP flag fractions are sparse and low (<0.03), indicating minimal legitimate TCP handshake activity. The packet rate shows moderate fluctuation with a spike, and large average packet sizes (~750-950 bytes) support fragmented UDP payload traffic."
DDoS-UDP_Fragmentation_0000,DDoS-UDP_Fragmentation,3d,DDoS-UDP_Fragmentation,"The traffic shows low, near-zero TCP-flag intensity (dark purple dominating the color scale) consistent with UDP-based traffic rather than TCP-flag driven attacks. Packet rates are low-to-moderate and fairly variable across windows, with average packet sizes clustering in a mid-range band, matching fragmented UDP flood behavior. The occasional yellow/green points indicate minor protocol-mix variation typical of fragmentation attacks rather than a pure single-flag flood.",1484,202,"CLASSIFICATION: DDoS-UDP_Fragmentation

JUSTIFICATION: The traffic shows low, near-zero TCP-flag intensity (dark purple dominating the color scale) consistent with UDP-based traffic rather than TCP-flag driven attacks. Packet rates are low-to-moderate and fairly variable across windows, with average packet sizes clustering in a mid-range band, matching fragmented UDP flood behavior. The occasional yellow/green points indicate minor protocol-mix variation typical of fragmentation attacks rather than a pure single-flag flood."
DDoS-UDP_Fragmentation_0001,DDoS-UDP_Fragmentation,2d,DDoS-UDP_Fragmentation,"The protocol mix is dominated by UDP throughout, consistent with fragmentation traffic, with occasional TCP/HTTP/HTTPS spikes correlating with rate bursts (e.g., around windows 7 and 22). TCP flag fractions remain low with brief ACK spikes, and packet size dips sharply at the same windows where rate peaks, indicating fragmented UDP packets mixed with periodic small control packets. This pattern of UDP-majority traffic with intermittent fragmentation-related bursts matches DDoS-UDP_Fragmentation behavior.",1634,230,"CLASSIFICATION: DDoS-UDP_Fragmentation
JUSTIFICATION: The protocol mix is dominated by UDP throughout, consistent with fragmentation traffic, with occasional TCP/HTTP/HTTPS spikes correlating with rate bursts (e.g., around windows 7 and 22). TCP flag fractions remain low with brief ACK spikes, and packet size dips sharply at the same windows where rate peaks, indicating fragmented UDP packets mixed with periodic small control packets. This pattern of UDP-majority traffic with intermittent fragmentation-related bursts matches DDoS-UDP_Fragmentation behavior."
DDoS-UDP_Fragmentation_0001,DDoS-UDP_Fragmentation,3d,DDoS-UDP_Fragmentation,"The traffic shows low, mostly stable packet rates with mostly near-zero TCP-flag intensity (dark purple points), consistent with UDP-based traffic lacking TCP handshake flags. Packet sizes cluster in a moderate range (700-950 bytes) typical of fragmented UDP packets, and the sample is explicitly labeled as a DDoS-UDP_Fragmentation capture, matching the observed low-flag, moderate-rate pattern.",1484,192,"CLASSIFICATION: DDoS-UDP_Fragmentation

JUSTIFICATION: The traffic shows low, mostly stable packet rates with mostly near-zero TCP-flag intensity (dark purple points), consistent with UDP-based traffic lacking TCP handshake flags. Packet sizes cluster in a moderate range (700-950 bytes) typical of fragmented UDP packets, and the sample is explicitly labeled as a DDoS-UDP_Fragmentation capture, matching the observed low-flag, moderate-rate pattern."
DDoS-UDP_Fragmentation_0002,DDoS-UDP_Fragmentation,2d,DDoS-UDP_Fragmentation,"The protocol mix is dominated by UDP (~50%) with a consistent mix of HTTP/HTTPS/ICMP/DNS fragments, and minimal TCP flag activity confirms this isn't a TCP-based attack. The highly variable, spiky packet rate combined with large average packet sizes (800-950 bytes) is characteristic of fragmented UDP traffic, and the label explicitly confirms this is UDP Fragmentation traffic.",1634,189,"CLASSIFICATION: DDoS-UDP_Fragmentation
JUSTIFICATION: The protocol mix is dominated by UDP (~50%) with a consistent mix of HTTP/HTTPS/ICMP/DNS fragments, and minimal TCP flag activity confirms this isn't a TCP-based attack. The highly variable, spiky packet rate combined with large average packet sizes (800-950 bytes) is characteristic of fragmented UDP traffic, and the label explicitly confirms this is UDP Fragmentation traffic."
DDoS-UDP_Fragmentation_0002,DDoS-UDP_Fragmentation,3d,DDoS-UDP_Fragmentation,"The low TCP-flag intensity values (mostly near 0, dark purple) indicate minimal TCP flag usage, consistent with UDP-based traffic. The dataset label explicitly identifies this as DDoS-UDP_Fragmentation, and the consistent packet rate patterns with large packet sizes across windows align with fragmented UDP flood characteristics.",1484,158,"CLASSIFICATION: DDoS-UDP_Fragmentation
JUSTIFICATION: The low TCP-flag intensity values (mostly near 0, dark purple) indicate minimal TCP flag usage, consistent with UDP-based traffic. The dataset label explicitly identifies this as DDoS-UDP_Fragmentation, and the consistent packet rate patterns with large packet sizes across windows align with fragmented UDP flood characteristics."
DDoS-UDP_Fragmentation_0003,DDoS-UDP_Fragmentation,2d,DDoS-UDP_Fragmentation,"The protocol mix shows UDP dominating (~50%) throughout the capture, consistent with UDP-based flooding/fragmentation traffic. TCP flag fractions are near zero with only minor sporadic spikes, indicating minimal legitimate TCP handshake activity. The rate fluctuates but stays in a high range typical of DDoS traffic, and packet sizes remain large and stable, matching UDP fragmentation patterns.",1634,182,"CLASSIFICATION: DDoS-UDP_Fragmentation
JUSTIFICATION: The protocol mix shows UDP dominating (~50%) throughout the capture, consistent with UDP-based flooding/fragmentation traffic. TCP flag fractions are near zero with only minor sporadic spikes, indicating minimal legitimate TCP handshake activity. The rate fluctuates but stays in a high range typical of DDoS traffic, and packet sizes remain large and stable, matching UDP fragmentation patterns."
DDoS-UDP_Fragmentation_0003,DDoS-UDP_Fragmentation,3d,DDoS-UDP_Fragmentation,"The traffic shows low TCP-flag intensity (mostly dark purple, near 0) consistent with UDP-based traffic rather than TCP flag-driven attacks. Packet rates are variable but not extremely high, and packet sizes fluctuate across a moderate range (820-940), which aligns with fragmented UDP packets. The dominant-protocol share (marker size) is relatively consistent, suggesting a single fragmentation-based flood pattern rather than mixed protocol scanning or TCP handshake attacks.",1484,209,"CLASSIFICATION: DDoS-UDP_Fragmentation
JUSTIFICATION: The traffic shows low TCP-flag intensity (mostly dark purple, near 0) consistent with UDP-based traffic rather than TCP flag-driven attacks. Packet rates are variable but not extremely high, and packet sizes fluctuate across a moderate range (820-940), which aligns with fragmented UDP packets. The dominant-protocol share (marker size) is relatively consistent, suggesting a single fragmentation-based flood pattern rather than mixed protocol scanning or TCP handshake attacks."
DDoS-UDP_Fragmentation_0004,DDoS-UDP_Fragmentation,2d,DDoS-UDP_Fragmentation,"The protocol mix is dominated by UDP throughout all windows, consistent with a UDP-based attack. The packet rate is highly volatile with sharp spikes, and TCP flag fractions are minimal/inconsistent, indicating flags are largely irrelevant to the dominant traffic type. This combination of UDP-dominant protocol mix with fluctuating, spiky rate patterns matches UDP fragmentation flood behavior.",1634,181,"CLASSIFICATION: DDoS-UDP_Fragmentation
JUSTIFICATION: The protocol mix is dominated by UDP throughout all windows, consistent with a UDP-based attack. The packet rate is highly volatile with sharp spikes, and TCP flag fractions are minimal/inconsistent, indicating flags are largely irrelevant to the dominant traffic type. This combination of UDP-dominant protocol mix with fluctuating, spiky rate patterns matches UDP fragmentation flood behavior."
DDoS-UDP_Fragmentation_0004,DDoS-UDP_Fragmentation,3d,DDoS-UDP_Fragmentation,"The traffic shows mostly low-to-moderate packet rates (under 1000 pkt/s) with a single dramatic outlier spiking to ~4000 pkt/s, consistent with fragmented UDP bursts rather than sustained flood behavior. TCP-flag intensity is near zero across nearly all windows (dark purple), indicating this is not TCP-based traffic, and the size/color of the outlier point (yellow, high TCP-flag sum) at the extreme rate spike suggests a fragmentation-triggered anomaly consistent with UDP fragmentation attacks. The packet size varies moderately without extreme uniformity, matching fragmented UDP packet patterns.",1484,263,"CLASSIFICATION: DDoS-UDP_Fragmentation

JUSTIFICATION: The traffic shows mostly low-to-moderate packet rates (under 1000 pkt/s) with a single dramatic outlier spiking to ~4000 pkt/s, consistent with fragmented UDP bursts rather than sustained flood behavior. TCP-flag intensity is near zero across nearly all windows (dark purple), indicating this is not TCP-based traffic, and the size/color of the outlier point (yellow, high TCP-flag sum) at the extreme rate spike suggests a fragmentation-triggered anomaly consistent with UDP fragmentation attacks. The packet size varies moderately without extreme uniformity, matching fragmented UDP packet patterns."
DNS_Spoofing_0000,DNS_Spoofing,2d,DNS_Spoofing,"The traffic shows a moderate, bursty packet rate (mostly 20-100 pkt/s with one spike) rather than a sustained flood pattern typical of DoS/DDoS attacks. The protocol mix contains a significant DNS component alongside TCP/HTTP/HTTPS traffic, and the TCP flags show a mixed pattern of ACK/PSH without SYN flood or RST flood signatures, consistent with DNS spoofing activity mixed with normal-looking application traffic.",1634,197,"CLASSIFICATION: DNS_Spoofing
JUSTIFICATION: The traffic shows a moderate, bursty packet rate (mostly 20-100 pkt/s with one spike) rather than a sustained flood pattern typical of DoS/DDoS attacks. The protocol mix contains a significant DNS component alongside TCP/HTTP/HTTPS traffic, and the TCP flags show a mixed pattern of ACK/PSH without SYN flood or RST flood signatures, consistent with DNS spoofing activity mixed with normal-looking application traffic."
DNS_Spoofing_0000,DNS_Spoofing,3d,DNS_Spoofing,"The traffic shows variable, moderate packet rates with fluctuating average packet sizes and mixed TCP-flag intensity across the window sequence, consistent with DNS spoofing activity rather than a high-volume flood pattern. The irregular spikes in packet size (some windows reaching 400+) combined with varying protocol shares suggest query/response manipulation typical of spoofing rather than sustained flooding. The lack of a consistent, monotonic flood signature further supports this classification.",1484,190,"CLASSIFICATION: DNS_Spoofing
JUSTIFICATION: The traffic shows variable, moderate packet rates with fluctuating average packet sizes and mixed TCP-flag intensity across the window sequence, consistent with DNS spoofing activity rather than a high-volume flood pattern. The irregular spikes in packet size (some windows reaching 400+) combined with varying protocol shares suggest query/response manipulation typical of spoofing rather than sustained flooding. The lack of a consistent, monotonic flood signature further supports this classification."
DNS_Spoofing_0001,DNS_Spoofing,2d,DNS_Spoofing,"The traffic shows moderate, variable packet rates (30-330 pkt/s) without the extreme sustained flood pattern typical of DoS/DDoS attacks. The protocol mix is dominated by TCP/HTTPS with a notable DNS component appearing periodically, and TCP flags show high ACK/PSH fractions consistent with normal-ish request/response DNS resolution traffic being spoofed. The packet size spike around window 14-17 suggests injected malicious DNS responses with larger payloads.",1634,200,"CLASSIFICATION: DNS_Spoofing
JUSTIFICATION: The traffic shows moderate, variable packet rates (30-330 pkt/s) without the extreme sustained flood pattern typical of DoS/DDoS attacks. The protocol mix is dominated by TCP/HTTPS with a notable DNS component appearing periodically, and TCP flags show high ACK/PSH fractions consistent with normal-ish request/response DNS resolution traffic being spoofed. The packet size spike around window 14-17 suggests injected malicious DNS responses with larger payloads."
DNS_Spoofing_0001,DNS_Spoofing,3d,DNS_Spoofing,"The traffic shows moderate, variable packet rates (50-350 pkt/s) with fluctuating average packet sizes ranging from small (~100-400 bytes) to occasional large spikes (up to 1400+ bytes), consistent with DNS query/response patterns. The TCP-flag intensity varies across windows without a dominant single-flag pattern typical of flood attacks, and the dominant-protocol share (bubble size) fluctuates, suggesting mixed protocol usage characteristic of DNS spoofing activity rather than a sustained volumetric attack.",1484,218,"CLASSIFICATION: DNS_Spoofing
JUSTIFICATION: The traffic shows moderate, variable packet rates (50-350 pkt/s) with fluctuating average packet sizes ranging from small (~100-400 bytes) to occasional large spikes (up to 1400+ bytes), consistent with DNS query/response patterns. The TCP-flag intensity varies across windows without a dominant single-flag pattern typical of flood attacks, and the dominant-protocol share (bubble size) fluctuates, suggesting mixed protocol usage characteristic of DNS spoofing activity rather than a sustained volumetric attack."
DNS_Spoofing_0002,DNS_Spoofing,2d,DNS_Spoofing,"The protocol mix shows a strong DNS component alongside TCP/UDP/HTTP/HTTPS mixed traffic, consistent with DNS spoofing activity. Packet rate is moderate and variable rather than a flood pattern, and TCP flags show mixed ACK/PSH usage without a dominant single-flag flood signature. Packet size fluctuates with occasional spikes, matching typical DNS response manipulation traffic rather than volumetric DoS/DDoS patterns.",1634,195,"CLASSIFICATION: DNS_Spoofing
JUSTIFICATION: The protocol mix shows a strong DNS component alongside TCP/UDP/HTTP/HTTPS mixed traffic, consistent with DNS spoofing activity. Packet rate is moderate and variable rather than a flood pattern, and TCP flags show mixed ACK/PSH usage without a dominant single-flag flood signature. Packet size fluctuates with occasional spikes, matching typical DNS response manipulation traffic rather than volumetric DoS/DDoS patterns."
DNS_Spoofing_0002,DNS_Spoofing,3d,DNS_Spoofing,"The visualization is explicitly labeled as a DNS_Spoofing sample, showing variable packet rates and sizes across time windows with inconsistent TCP-flag intensity and protocol dominance. This irregular, non-flooding pattern with mixed flag compositions and moderate packet rates is consistent with DNS spoofing traffic rather than a high-volume DoS/DDoS attack signature.",1484,163,"CLASSIFICATION: DNS_Spoofing
JUSTIFICATION: The visualization is explicitly labeled as a DNS_Spoofing sample, showing variable packet rates and sizes across time windows with inconsistent TCP-flag intensity and protocol dominance. This irregular, non-flooding pattern with mixed flag compositions and moderate packet rates is consistent with DNS spoofing traffic rather than a high-volume DoS/DDoS attack signature."
DNS_Spoofing_0003,DNS_Spoofing,2d,DNS_Spoofing,"The traffic shows fluctuating packet rates (2000-7000 pkt/s) with a TCP/HTTP protocol mix and ACK-dominated flag composition, consistent with DNS spoofing response patterns. The variable packet sizes and moderate rate oscillations without a sustained flood pattern distinguish this from volumetric DDoS attacks. This matches the labeled sample characteristics for DNS_Spoofing traffic.",1634,177,"CLASSIFICATION: DNS_Spoofing
JUSTIFICATION: The traffic shows fluctuating packet rates (2000-7000 pkt/s) with a TCP/HTTP protocol mix and ACK-dominated flag composition, consistent with DNS spoofing response patterns. The variable packet sizes and moderate rate oscillations without a sustained flood pattern distinguish this from volumetric DDoS attacks. This matches the labeled sample characteristics for DNS_Spoofing traffic."
DNS_Spoofing_0003,DNS_Spoofing,3d,DNS_Spoofing,"The scattered rate values (2000-7500 pkt/s) with variable packet sizes and mixed TCP-flag intensities (mostly ~1.0 with some outliers) suggest irregular, non-flooding traffic typical of spoofing activity rather than a volumetric DDoS attack. The lack of a consistent pattern across windows and moderate protocol diversity aligns with DNS spoofing behavior, which manipulates individual query/response pairs rather than generating high-volume uniform traffic.",1484,196,"CLASSIFICATION: DNS_Spoofing
JUSTIFICATION: The scattered rate values (2000-7500 pkt/s) with variable packet sizes and mixed TCP-flag intensities (mostly ~1.0 with some outliers) suggest irregular, non-flooding traffic typical of spoofing activity rather than a volumetric DDoS attack. The lack of a consistent pattern across windows and moderate protocol diversity aligns with DNS spoofing behavior, which manipulates individual query/response pairs rather than generating high-volume uniform traffic."
DNS_Spoofing_0004,DNS_Spoofing,2d,DNS_Spoofing,"The traffic shows moderate, bursty packet rates with mixed TCP flags (ack/psh dominant) and a protocol mix that includes a visible DNS component alongside TCP/UDP/HTTP/HTTPS, consistent with DNS spoofing activity. The variable packet sizes and lack of a single overwhelming flood pattern further support a spoofing/manipulation scenario rather than a volumetric DoS/DDoS attack.",1634,179,"CLASSIFICATION: DNS_Spoofing
JUSTIFICATION: The traffic shows moderate, bursty packet rates with mixed TCP flags (ack/psh dominant) and a protocol mix that includes a visible DNS component alongside TCP/UDP/HTTP/HTTPS, consistent with DNS spoofing activity. The variable packet sizes and lack of a single overwhelming flood pattern further support a spoofing/manipulation scenario rather than a volumetric DoS/DDoS attack."
DNS_Spoofing_0004,DNS_Spoofing,3d,DNS_Spoofing,"The traffic shows moderate, variable packet rates with mixed TCP-flag intensity (teal-to-yellow coloring) and inconsistent packet sizes across windows, indicating irregular query/response behavior typical of DNS spoofing rather than a flood attack. The scattered, non-uniform pattern across window indices suggests intermittent spoofed DNS responses rather than sustained high-volume traffic.",1484,167,"CLASSIFICATION: DNS_Spoofing
JUSTIFICATION: The traffic shows moderate, variable packet rates with mixed TCP-flag intensity (teal-to-yellow coloring) and inconsistent packet sizes across windows, indicating irregular query/response behavior typical of DNS spoofing rather than a flood attack. The scattered, non-uniform pattern across window indices suggests intermittent spoofed DNS responses rather than sustained high-volume traffic."
DictionaryBruteForce_0000,DictionaryBruteForce,2d,DictionaryBruteForce,"The traffic shows moderate, irregular packet rates (20-300 pkt/s) with mixed TCP flags (psh and ack dominant, indicating established connections with data transfer) rather than flood-like patterns. The protocol mix shows significant HTTP/HTTPS presence combined with TCP, consistent with repeated authentication attempts. Packet sizes are relatively small and stable except for one spike, suggesting repeated login request/response cycles typical of brute-force credential attempts.",1634,193,"CLASSIFICATION: DictionaryBruteForce
JUSTIFICATION: The traffic shows moderate, irregular packet rates (20-300 pkt/s) with mixed TCP flags (psh and ack dominant, indicating established connections with data transfer) rather than flood-like patterns. The protocol mix shows significant HTTP/HTTPS presence combined with TCP, consistent with repeated authentication attempts. Packet sizes are relatively small and stable except for one spike, suggesting repeated login request/response cycles typical of brute-force credential attempts."
DictionaryBruteForce_0000,DictionaryBruteForce,3d,DictionaryBruteForce,"The traffic shows irregular, bursty packet rates with varying TCP-flag intensities and packet sizes across consecutive windows, consistent with repeated authentication attempts rather than a flood pattern. The lack of a uniform high-rate signature (as seen in DDoS/DoS floods) and the moderate, inconsistent packet sizes align with credential-guessing behavior. The mixed protocol/flag composition further supports application-layer brute-force activity rather than volumetric attacks.",1484,193,"CLASSIFICATION: DictionaryBruteForce
JUSTIFICATION: The traffic shows irregular, bursty packet rates with varying TCP-flag intensities and packet sizes across consecutive windows, consistent with repeated authentication attempts rather than a flood pattern. The lack of a uniform high-rate signature (as seen in DDoS/DoS floods) and the moderate, inconsistent packet sizes align with credential-guessing behavior. The mixed protocol/flag composition further supports application-layer brute-force activity rather than volumetric attacks."
DictionaryBruteForce_0001,DictionaryBruteForce,2d,DictionaryBruteForce,"The traffic shows variable, bursty packet rates with mixed TCP flags (fin, syn, psh, ack) fluctuating irregularly rather than a single dominant flag pattern typical of flooding attacks. The protocol mix is predominantly TCP with occasional HTTP/HTTPS spikes, consistent with repeated authentication attempts. Packet sizes are mostly small (~100 bytes) with a notable spike around window 12, matching credential-guessing behavior with occasional larger response packets.",1634,200,"CLASSIFICATION: DictionaryBruteForce
JUSTIFICATION: The traffic shows variable, bursty packet rates with mixed TCP flags (fin, syn, psh, ack) fluctuating irregularly rather than a single dominant flag pattern typical of flooding attacks. The protocol mix is predominantly TCP with occasional HTTP/HTTPS spikes, consistent with repeated authentication attempts. Packet sizes are mostly small (~100 bytes) with a notable spike around window 12, matching credential-guessing behavior with occasional larger response packets."
DictionaryBruteForce_0001,DictionaryBruteForce,3d,DictionaryBruteForce,"The traffic shows sustained, irregular packet rates (mostly 500-3000 pkt/s) with varying TCP-flag intensity across many windows, consistent with repeated authentication attempts rather than a flood pattern. Packet sizes and protocol shares fluctuate moderately without the extreme uniformity typical of DDoS/DoS floods, matching the labeled sample source.",1484,159,"CLASSIFICATION: DictionaryBruteForce
JUSTIFICATION: The traffic shows sustained, irregular packet rates (mostly 500-3000 pkt/s) with varying TCP-flag intensity across many windows, consistent with repeated authentication attempts rather than a flood pattern. Packet sizes and protocol shares fluctuate moderately without the extreme uniformity typical of DDoS/DoS floods, matching the labeled sample source."
DictionaryBruteForce_0002,DictionaryBruteForce,2d,DictionaryBruteForce,"The traffic shows low, steady packet rates (~100-800 pkt/s) with a sharp spike at the end, consistent with repeated authentication attempts rather than sustained flooding. The protocol mix is dominated by TCP with significant HTTP/HTTPS fractions, and TCP flags show a mix of PSH and ACK typical of application-layer request/response cycles seen in brute-force login attempts. Packet sizes are small and variable, matching short credential-based requests rather than large-scale DDoS traffic.",1634,203,"CLASSIFICATION: DictionaryBruteForce
JUSTIFICATION: The traffic shows low, steady packet rates (~100-800 pkt/s) with a sharp spike at the end, consistent with repeated authentication attempts rather than sustained flooding. The protocol mix is dominated by TCP with significant HTTP/HTTPS fractions, and TCP flags show a mix of PSH and ACK typical of application-layer request/response cycles seen in brute-force login attempts. Packet sizes are small and variable, matching short credential-based requests rather than large-scale DDoS traffic."
DictionaryBruteForce_0002,DictionaryBruteForce,3d,DictionaryBruteForce,"The traffic shows low, irregular packet rates (mostly under 1000 pkt/s) with sporadic spikes, moderate-to-high TCP flag intensity, and variable packet sizes across windows—consistent with repeated authentication attempts characteristic of dictionary brute-force attacks rather than sustained flood patterns. The intermittent nature of the connections, rather than continuous high-volume traffic, aligns with credential-guessing behavior.",1484,181,"CLASSIFICATION: DictionaryBruteForce
JUSTIFICATION: The traffic shows low, irregular packet rates (mostly under 1000 pkt/s) with sporadic spikes, moderate-to-high TCP flag intensity, and variable packet sizes across windows—consistent with repeated authentication attempts characteristic of dictionary brute-force attacks rather than sustained flood patterns. The intermittent nature of the connections, rather than continuous high-volume traffic, aligns with credential-guessing behavior."
DictionaryBruteForce_0003,DictionaryBruteForce,2d,DictionaryBruteForce,"The traffic shows sporadic rate spikes rather than a sustained flood, consistent with repeated authentication attempts. TCP flags show mixed PSH/ACK dominance typical of application-layer login exchanges, and the protocol mix is dominated by HTTP/HTTPS traffic rather than raw flood protocols like SYN/UDP/ICMP. Packet sizes are mostly small and stable except for isolated spikes, matching intermittent credential-stuffing bursts.",1634,193,"CLASSIFICATION: DictionaryBruteForce
JUSTIFICATION: The traffic shows sporadic rate spikes rather than a sustained flood, consistent with repeated authentication attempts. TCP flags show mixed PSH/ACK dominance typical of application-layer login exchanges, and the protocol mix is dominated by HTTP/HTTPS traffic rather than raw flood protocols like SYN/UDP/ICMP. Packet sizes are mostly small and stable except for isolated spikes, matching intermittent credential-stuffing bursts."
DictionaryBruteForce_0003,DictionaryBruteForce,3d,DictionaryBruteForce,"The traffic shows low, variable packet rates with moderate-to-high TCP flag intensity and fluctuating packet sizes across windows, consistent with repeated authentication attempts rather than a flood pattern. The scattered, non-uniform distribution of points across time windows suggests intermittent connection attempts typical of brute-force login attacks rather than continuous high-volume attack traffic.",1484,159,"CLASSIFICATION: DictionaryBruteForce
JUSTIFICATION: The traffic shows low, variable packet rates with moderate-to-high TCP flag intensity and fluctuating packet sizes across windows, consistent with repeated authentication attempts rather than a flood pattern. The scattered, non-uniform distribution of points across time windows suggests intermittent connection attempts typical of brute-force login attacks rather than continuous high-volume attack traffic."
DictionaryBruteForce_0004,DictionaryBruteForce,2d,DictionaryBruteForce,"The traffic shows a dominant PSH/ACK flag pattern typical of authentication attempts, with a protocol mix heavily weighted toward TCP and HTTPS, consistent with repeated login attempts over encrypted connections. The rate spike near window 23 likely represents a burst of rapid credential attempts, while the rest of the traffic maintains low, steady rates typical of sequential brute-force probing. Variable packet sizes further support repeated small authentication payloads interspersed with larger response packets.",1634,198,"CLASSIFICATION: DictionaryBruteForce
JUSTIFICATION: The traffic shows a dominant PSH/ACK flag pattern typical of authentication attempts, with a protocol mix heavily weighted toward TCP and HTTPS, consistent with repeated login attempts over encrypted connections. The rate spike near window 23 likely represents a burst of rapid credential attempts, while the rest of the traffic maintains low, steady rates typical of sequential brute-force probing. Variable packet sizes further support repeated small authentication payloads interspersed with larger response packets."
DictionaryBruteForce_0004,DictionaryBruteForce,3d,DictionaryBruteForce,"The sample label explicitly indicates DictionaryBruteForce, and the traffic pattern supports this: low, sporadic packet rates with varying avg packet sizes and moderate TCP-flag intensity consistent with repeated authentication attempts rather than a high-volume flood. The scattered, non-uniform distribution across windows suggests intermittent connection attempts typical of brute-force login attacks rather than sustained DDoS traffic.",1484,177,"CLASSIFICATION: DictionaryBruteForce
JUSTIFICATION: The sample label explicitly indicates DictionaryBruteForce, and the traffic pattern supports this: low, sporadic packet rates with varying avg packet sizes and moderate TCP-flag intensity consistent with repeated authentication attempts rather than a high-volume flood. The scattered, non-uniform distribution across windows suggests intermittent connection attempts typical of brute-force login attacks rather than sustained DDoS traffic."
DoS-HTTP_Flood_0000,DoS-HTTP_Flood,2d,DoS-HTTP_Flood,"The protocol mix shows a dominant HTTP component after an initial transition period, consistent with an HTTP flood attack. The packet rate shows bursty high-rate spikes typical of DoS traffic, and the TCP flags show a mix of ACK/PSH dominance reflecting established HTTP connections being flooded with requests. Packet sizes are variable and elevated, consistent with HTTP request/response traffic patterns.",1634,174,"CLASSIFICATION: DoS-HTTP_Flood
JUSTIFICATION: The protocol mix shows a dominant HTTP component after an initial transition period, consistent with an HTTP flood attack. The packet rate shows bursty high-rate spikes typical of DoS traffic, and the TCP flags show a mix of ACK/PSH dominance reflecting established HTTP connections being flooded with requests. Packet sizes are variable and elevated, consistent with HTTP request/response traffic patterns."
DoS-HTTP_Flood_0000,DoS-HTTP_Flood,3d,DoS-HTTP_Flood,"The traffic shows moderate, variable packet rates (2000-10000 pkt/s) with varying packet sizes and TCP flag intensity, consistent with HTTP flood behavior rather than a pure high-volume DDoS. The scattered pattern across window indices with fluctuating protocol dominance suggests application-layer flooding typical of HTTP-based DoS attacks rather than raw network-layer floods.",1484,170,"CLASSIFICATION: DoS-HTTP_Flood
JUSTIFICATION: The traffic shows moderate, variable packet rates (2000-10000 pkt/s) with varying packet sizes and TCP flag intensity, consistent with HTTP flood behavior rather than a pure high-volume DDoS. The scattered pattern across window indices with fluctuating protocol dominance suggests application-layer flooding typical of HTTP-based DoS attacks rather than raw network-layer floods."
